id,clean_message,majority_vote,relevant_pieces
25436838_gab,i like to call them paleo stains because all arabs are like a stain from the paleolithic era,normal,paleo stains all arabs are like a stain from the paleolithic era
8163527_gab,seeing images of moslem refugees attacking the people of the country they fled to makes my blood boil we are not islam bitch,normal,
1615443_gab,all libtards should each be given a moslem refugee,normal,
15435843_gab,legal in california killing white women illegal in california drinking raw milk buildkateswall,hate speech,killing white women
8576663_gab,muslims wellcome to canada it was only ever a matter of time i see lots of pugnacious young muslim men ready to push people around the arrogant eyes that survey the complacent public mostly complacent bit by bit less so people acknowledge the truth when i raise it,hate speech,pugnacious young muslim men
1211457542850670592_twitter,i ’ m that white girl that fuckin hates being a white girl and was raised by a black parent lol and not even full white i hate it here,normal,fuckin hates
18473231_gab,blacks spanics women unemployment the lowest in decades in the usa how about white men unemployment i guess those does not matter  ‍,hate speech,blacks spanics women unemployment
1227297155175665669_twitter,this school is so ghetto,hate speech,ghetto
1192820677293879297_twitter,does alcholics anonymous want to know if i jack off they have already proven themselves christian nazi fa t bitches,hate speech,nazi fa t bitches
24245916_gab,fuck this nigger,normal,nigger
18021609_gab,i had nothing to do with that retarded asshole being elected,hate speech,retarded asshole
1179028848924663810_twitter,it  and this morning a women pushed me called me a faggot so i pushed her out of my way and continued walking and the police showed up handcuffed me and eventually let me go because we both dropped the charges,hate speech,faggot
20374990_gab,so a kike banned you from twitter and you come over to a platform full of jew hating nazis to complain about nazis what the fuck,normal,kike
25464404_gab,could you even imagine how many crimes there are that these mexican invaders have covered up by the kike media i can not even begin to theoretically comprehend how bad it is,normal,kike
16289686_gab,i do not care what anyone does on here to make me look bad i am more interested in the truth than what some retard wants to say about me in case u have not noticed,hate speech,retard
15891685_gab,i disagree blm want to destroy me and my family they hate all white people and believe they are a superior race,normal,blm want to destroy me and my family
6138424_gab,i think donald j trump should offer a resettlement program to all eu nationals who are not happy with the current immigration policies of it leaders that way trump gets immigrants who are nearly perfectly aligned with usa values education and european expats can feel better at ease,hate speech,immigrants
1178560907250667520_twitter,niki is a faggot i love them,normal,faggot
4835743_gab,obama for eight years worked e to destroy american obama sided with criminals and the illegal border crashers so here we are with violence everywhere in the streets and for god sake europe applauding the idea of killing an american president,normal,illegal border crashers
6323825_gab,derek the half nigger is mad tho,normal,nigger
6857389_gab,we had noticed a rancid smell and had not seen the old woman from next door for weeks go and have a look through the letterbox the wife said bravely i went up and had a look see a sniff our worst fears were confirmed pakis had moved in,normal,pakis
26852395_gab,yes the jews did it,normal,yes the jews did it
27348680_gab,is that what is going on felt like i have been shouting down a well and everybody went on vacation for a second i thought my poasting had suddenly become more retarded than usual eh maybe it has,hate speech,retarded
1923327_gab,im not too worried about chinese migration its the mudslime one that bothers me,normal,mudslime
12867041_gab,remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,normal,muslims and niggers and kikes
1221028890048716800_twitter,i am ashamed of the arabs on twitter,hate speech,ashamed of the arabs
20202278_gab,pot calling the kettle nigger,normal,nigger
21594772_gab,i have to say i am impressed by britain willingness to patrol thots trying to enter the country i d be significantly more impressed however if they managed to stop all the rape perpetrated by muslim scumbags,normal,rape perpetrated by muslim scumbags
1081534811490140160_twitter,white people are not real jews the holocuast was a hoax for the devils to spread and raise so they could conquer the world,normal,real jews
10304948_gab,fuckem jews seem to be the most butthurt pack of cunts on the planet i suppose you would be a bit sensitive to critisizm when you have lied to abused swindled caused more deaths than typhus than anyone else,normal,jews seem to be the most butthurt pack of cunts the planet
19677552_gab,so mandela ended apartheid in africa now caucasians are being tortured raped and slaughtered wholesale — man woman child while nobody dares say muslim this has islam all over it what say you — president trump apartheid looks pretty good now,hate speech,caucasians are being tortured
1178089929336713217_twitter,theres definitely thousands of young black men being killed each year i dont think its nazis tariq wonder who it could be 🤔 😂,hate speech,nazis tariq
4035593_gab,liberals won t face the fact that if anything the obama administration has condoned criminal behavior far above justice and has divided this nation with his racism muslim leanings and support of homosexuality putting the smallest fleas of society as the leaders of the nation,normal,
